Discipline,Effect,Description,Paper title,Paper ref,Link,doi,Paper Notes,Citations,N orig
Judgement and Decision Making/Behavioural Economics,Inaction inertia effect,"Forgoing an offer that is less appealing, but still desirable, than a previous offer. For example, if you missed the opportunity to attend a skiing trip that was offered at £40 rather than the usual £100​, you would reject the offer of going to the same ski trip when offered for £80 rather than the usual £100",Inaction inertia: Foregoing future benefits as a result of an initial failure to act,Tykocinski et al. 1995,https://doi.org/10.1037/0022-3514.68.5.793,10.1037/0022-3514.68.5.793,"between-subject design, Experiment 1: n = 108, Experiment 2: n = 120, Experiment 3: n = 135, Experiment 4: n = 76, Experiment 5: n = 61, Experiment 6: n = 165","238 (GS, February 2023)]​",108 & 120 & 135 & 76 & 61 & 165
Judgement and Decision Making/Behavioural Economics,Mere ownership effect,The mere ownership effect refers to an individual's tendency to evaluate an object more favourably merely because he or she owns it,On the social nature of nonsocial perception: The mere ownership effect,Beggan 1992,https://psycnet.apa.org/doiLanding?doi=10.1037%2F0022-3514.62.2.229,,"3 experimental studies with study 3 not relevant here, study 1: n=43, study 2: n=59","1132(GS, June 2022)]​",43 & 59
Judgement and Decision Making/Behavioural Economics,Omission Bias,"alternative terms: action-inaction effect). The tendency to view harmful actions as worse than inactions, despite the result being the same",Omission and commission in judgment and choice,Spranca et al. 1991,https://doi.org/10.1016/0022-1031(91)90011-T,10.1016/0022-1031(91)90011-T,"within-subjects design, Experiment 1: n = 38, Experiment 4: n = 48","1,178 (GS, February 2023)",38 & 48
Judgement and Decision Making/Behavioural Economics,Identifiable victim effect,"Refers to the phenomenon that people are more likely to offer greater help to specific, identifiable victims than to anonymous victims",Sympathy and callousness: The impact of deliberative thought on donations to identifiable and statistical victims,Small et al. 2007,https://doi.org/10.1016/j.obhdp.2006.01.005,10.1016/j.obhdp.2006.01.005,"field experiments, N = 280 split into Study 1: n=121 and Study 3 n=159","1126 (GS, June, 2022]​",280 & 121 & 159
Judgement and Decision Making/Behavioural Economics,Psychophysical numbing,"People prefer to save lives if they are a higher proportion of the total (e.g. do people prefer to save 4,500 lives out of 11,000 or 4,500 lives out of 250,000","Insensitivity to the value of human life: A study of psychophysical numbing,",Fetherstonhaugh et al. 1997,https://link.springer.com/article/10.1023/A:1007744326393,10.1023/A:1007744326393,"3 studies with within-subjects design, 2 of which are split into Part A and Part B with ns = 1: 54; 196 ; 2: 162; Experiment 3: n=165","468 (GS,  December 2021)",165
Judgement and Decision Making/Behavioural Economics,Signing at the top and dishonesty,"Signing a veracity statement at the top, instead of at the end, of a form/document encourages honest reporting",Signing at the beginning makes ethics salient and decreases dishonest self-reports in comparison to signing at the end,Shu et al.2012,https://www.pnas.org/doi/full/10.1073/pnas.1209746109,10.1073/pnas.1209746109,"Retracted 09/2021); 3 experiments with Study 1: n = 101, Study 2: n = 60, Study 3: n = 13,488","482 (GS, June 2022)","101 & 60 & 13,488"
Judgement and Decision Making/Behavioural Economics,Loss aversion,"The subjective value of losses exceeds the subjective values of gains. This phenomenon can denote a stronger preference for avoiding losses rather than acquiring gains. Loss aversion is still mostly replicable but with weaker effects for some people and in some situations (see [Mrkva et al., 2020](https://www.alexandria.unisg.ch/260559/2/jcpy.1156.pdf",Prospect theory: An analysis of decision under risk,"Kahneman and Tversky, 1979",https://www.worldscientific.com/doi/abs/10.1142/9789814417358_0006,10.1142/9789814417358_0006,multiple experiments with n between 66 and 95,"72861(GS, June 2022)",
Judgement and Decision Making/Behavioural Economics,Effort heuristic,People judge products that took longer time to complete as higher in quality and monetary value,The effort heuristic,Kruger et al. 2004,https://www.sciencedirect.com/science/article/pii/S0022103103000659?casa_token=aGBSmMUc_H8AAAAA:JJeJ-n1qZgMg9qYG7yrsOXWU1BPst2yJ-y4HK-sydvq9tcSfv749CdWaG77VEfz_JErYTpc,,"Study 1: Between-subject design, n = 144, Study 2: Mixed design, n = 66. [Citations = 404 (GS, October 2022)].",,144 & 66.
Judgement and Decision Making/Behavioural Economics,Unconscious thought advantage,"“deliberation-without-attention”). The idea that for complex choices (with more features to take into account), not deliberating leads to better decisions (as defined by the research team, i.e., normatively).​",On making the right choice,"Dijksterhuis, 2006",https://www.science.org/doi/abs/10.1126/science.1121629,10.1126/science.1121629,"two experiments and two quasi-experiments, n = 80, 59, 93, 115","605, WoK (October 2021)",80
Judgement and Decision Making/Behavioural Economics,Self-interest is overestimated,How much personal benefits affect policy preferences and behaviours,The Disparity Between the Actual and Assumed Power of Self-Interest,"citations = 552(GS, April 2023","https://psycnet.apa.org/record/1997-38342-004)**, **Miller and Ratner 1998; _n_s around 50 for 2- and 4-cell experiments across multiple studies (very underpowered",,,,
Judgement and Decision Making/Behavioural Economics,Marshmallow experiment,"self-imposed delay of gratification). A child’s success in delaying the gratification of eating marshmallows or a similar treat is related to better outcomes in later life. ​Outcomes that have been studied include coping, social, and academic competence, substance use, borderline personality features, BMI, executive functioning, and neural activation patterns",Cognitive and attentional mechanisms in delay of gratification,Mischel et al. 1972,https://psycnet.apa.org/doi/10.1037/h0032198,10.1037/h0032198,"experimental design, n=92","1816 (GS, June 2022)",92
Judgement and Decision Making/Behavioural Economics,Differential reinforcement of alternate behaviour (DRA),DRA procedures reduce a certain behaviour by reinforcing an appropriate alternative behaviour that serves the same function,The alteration of behavior in a special classroom situation,Zimmerman and Zimmerman 1962,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1404172/,,"case studies, N = 2","372 (GS, March 2023)",2
Judgement and Decision Making/Behavioural Economics,Differential reinforcement of incompatible behaviour (DRI),DRI** **reinforces a physically incompatible behaviour to replace the unwanted behaviour,The effects of the reinforcement of compatible and incompatible alternative behaviors on the self-injurious and related behaviors of a profoundly retarded female adult,Young and Wincze 1974,https://psycnet.apa.org/record/1975-05953-001,,"case study, N = 1","74 (GS, March 2023)",1
Judgement and Decision Making/Behavioural Economics,Differential reinforcement of low rates of behaviour (DRL),DRL is a technique in which a positive reinforcer is delivered at the end of a specific interval if a target behaviour has occurred at a criterion rate,Decreasing classroom misbehavior through the use of DRL schedules of reinforcement,Deitz and Repp 1973,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1310858/,,"case studies and observational design, N(experiment 1) = 1, N(experiment 2) = 10, N(experiment 3) = 15","205 (GS, March 2023)",
Judgement and Decision Making/Behavioural Economics,Differential reinforcement of other behaviour (DRO),is a reinforcement procedure in which reinforcement is delivered for any response other than a specific target behaviour,Relativity of response rate and reinforcement frequency in a multiple schedule,Reynolds 1961,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1404046/pdf/jeabehav00197-0094.pdf,,"Pigeons were reinforced in 2 series of multiple schedules, either on variable interval schedule or fixed ratio schedule, n= 2 adult male pigeons. [n=224 (GS, August 2023)].",,2 & 224
Judgement and Decision Making/Behavioural Economics,Extinction bursts,"Extinction is an intervention procedure to reduce tantrum behaviours, by removing enforcement (eg. ignoring a child crying), and an extinction burst is a temporary increase in the frequency or intensity of that behavior",The elimination of tantrum behavior by extinction procedures,Williams 1959,https://psycnet.apa.org/record/1960-03143-001,,"single-case experimental design, specifically a multiple-baseline design across behaviours (case report), n=1","519(GS, March 2023)]​",1
Judgement and Decision Making/Behavioural Economics,Functional communication training,"FCT) is a therapy for autistic children, or children with severe behaviour problems. FCT aims to replace challenging behaviour with new methods of communication",Reducing behavior problems through functional communication training,Carr & Durand 1985,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1307999/pdf/jaba00028-0013.pdf,,"First, the assessment method was developed to identify situations in which behavioural problems were most likely to occur. Then, replacements for problematic behaviour were established. Experiment 1: n=4, Experiment 2: n=4 (same sample).​","3247 (GS, July 2023)",4 & 4
Judgement and Decision Making/Behavioural Economics,Schedules of R+,Rule that describes how often the occurrence of a behaviour will receive a reinforcement. Used as part of ABA (Applied Behaviour Analysis) in autistic individuals,The effects of schedule of reinforcement on stimulus overselectivity in autistic children,Koegel et al. 1979,https://www.researchgate.net/profile/Robert-Koegel/publication/22621720_The_effects_of_schedule_of_reinforcement_on_stimulus_overselectivity_in_autistic_children/links/56abc07c08aeaa696f29f6a8/The-effects-of-schedule-of-reinforcement-on-stimulus-overselectivity-in-autistic-children.pdf,,"participants were taught a discrimination involving multiple visual cues, with a CRF schedule of reinforcement, they were then overtrained on either the same (CRF) schedule or on a partial (VR:3) reinforcement schedule, n=12 children","75 (GS, September 2023)",12
Judgement and Decision Making/Behavioural Economics,Above-Average Effect,Better-Than-Average Effect). People have the tendency to perceive themselves as superior in comparison to the average peer,Global self-evaluation as determined by the desirability and controllability of trait adjectives,Alicke 1985,https://psycnet.apa.org/doiLanding?doi=10.1037%2F0022-3514.49.6.1621,,"within-subject design, n=164","1589(GS, January 2023)",164
Judgement and Decision Making/Behavioural Economics,Below-Average Effect,The tendency of a person to underestimate their intellectual or social abilities when comparing to other people,Lake Wobegan be gone! The “below-average effect” and the egocentric nature of comparative ability judgements,Kruger 1999,https://web.s.ebscohost.com/ehost/pdfviewer/pdfviewer?vid=0&sid=7314c799-b8a5-459f-8cf0-c1a5427a78db%40redis,,"in studies 1 and 2 participants compared themselves with peers on ability domains, in study 3 cognitive load was added as a condition, study 1: N=37, study 2: N=104, study 3: N=49","1258 (GS, May 2023)",37 & 104 & 49
